row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
aldermore-savings-account__fixed-rate-savings-terms,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Fixed Rate Savings terms,"9 months, 1yr, 18 months, 2, 3, 4 and 5 years — £1,000 minimum",,,,,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__fos-new-cases-jul-2025-mar-2026,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,"FOS new cases, Jul 2025–Mar 2026",74 — lowest of the five (uphold rate unverified),74,,,,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__fscs-protection,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,FSCS protection,"£120,000 per person; own licence, not shared with another brand",120000,,,GBP,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__independent-recognition,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Independent recognition,"Which? Recommended Provider; Defaqto Banking Award 2026, Fixed Term Cash ISAs",2026,,,,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__notice-accounts,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Notice accounts,45 Day Notice 4.05%; 60 Day Notice Cash ISA 3.51%,,,,,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__regular-saver,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Regular Saver,"4.20%, £25 minimum, £300 maximum per month",,,,,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__reward-isa-single-access,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Reward ISA Single Access,"4.00% with 1 or fewer withdrawals a year, then 2.00%; £100 minimum",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__95-day-notice,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,95 Day Notice,"4.10% AER variable, top-ups allowed at any time",4.10,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__awards,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Awards,Moneyfacts Compare Awards 2026 — Fixed Rate Savings Provider and ISA Provider of the Year,2026,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__best-advertised-rate,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Best advertised rate,"4.85% AER — 5-year fixed bond, £10,000 minimum",,,,,,own_review,2026-08-15,true,high,current,
close-brothers-savings-account__early-isa-exit-penalty,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Early ISA exit penalty,90–365 days' interest depending on term,,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__easy-access,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Easy Access,"3.85% AER variable, unlimited withdrawals, no bonus",3.85,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__fixed-rate-bonds,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Fixed Rate Bonds,"5yr 4.85%, 3yr 4.80%, 2yr 4.80%, 1yr 4.72% AER",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__fixed-rate-cash-isas,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Fixed Rate Cash ISAs,"Up to 4.75% over 1, 2, 3 and 5-year terms",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__fos-new-cases-jul-2025-mar-2026,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,"FOS new cases, Jul 2025–Mar 2026","671 against Close Brothers Limited, mostly motor finance (uphold rate unverified)",671,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__funding-window,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Funding window,"10 days, multiple transfers accepted; then no deposits or withdrawals",10,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__group-conduct-provision,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Group conduct provision,"Motor finance redress provision raised to £300m from £165m, with further provisions since",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__interest-treatment,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Interest treatment,Paid away annually and/or at maturity — not compounded,,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__maximum-deposit,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Maximum deposit,"£2,000,000 per account (FSCS protects £120,000)",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__minimum-deposit,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Minimum deposit,"£10,000 on every product — the highest entry barrier in this comparison",10000,,,GBP,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__not-available,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Not available,"Branches, regular saver, under-18 products",18,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__1-year-fixed-rate-cash-isa,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,1-Year Fixed Rate Cash ISA,"4.67% AER tax-free, £500 minimum, £20,000 subscription cap",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__best-advertised-rate,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Best advertised rate,4.67% AER — 1-year fixed cash ISA. Easy access 4.55%,,,,,,own_review,2026-08-15,true,high,current,
cynergy-bank-savings-account__bond-funding-window,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Bond funding window,"14 days, then no further deposits and no withdrawals",14,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__branches,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Branches,None — online management only,,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__early-isa-closure-penalty,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Early ISA closure penalty,180 days' loss of interest; not a flexible ISA,180,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__eligibility,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Eligibility,18+ and UK resident for tax purposes,18,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__fixed-rate-bonds,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Fixed Rate Bonds,"£1,000 minimum to £1,000,000; 6-month shown at 4.27% AER",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__fos-new-cases-jul-2025-mar-2026,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,"FOS new cases, Jul 2025–Mar 2026",83 (uphold rate unverified),83,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__fscs-protection,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,FSCS protection,"£120,000 per person (£240,000 joint); own licence, not shared",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__minimum-to-open-easy-access,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Minimum to open easy access,£1,1,,,GBP,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__notice-accounts,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Notice accounts,"35 / 95 / 120 days, £500 minimum — rates indicative, confirm with Cynergy",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__online-easy-access-rate,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Online Easy Access rate,4.55% AER variable (includes 2.00% AER bonus for 12 months),,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__online-isa,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Online ISA,"4.15% AER variable, £1 minimum, transfers in accepted",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__underlying-rate-after-bonus,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Underlying rate after bonus,Approx. 2.55% AER (derived: headline minus stated bonus),2.55,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__1-year-triple-access-saver-isa,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,1 Year Triple Access Saver / ISA,"3.30%, 3 free withdrawals then 1.05%",,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__best-advertised-rate,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Best advertised rate,"6.50% AER — Flex Regular Saver, max £200 a month",,,,,,own_review,2026-08-15,true,high,current,
nationwide-savings-account__children-s-future-saver,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Children's Future Saver,"2.80% on up to £5,000/year, 2 free withdrawals then 1.35%",,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__fairer-share-payment,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Fairer Share Payment,"£100 to around 4.4 million members, June 2026 (approx. £440m total)",,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__fixed-rate-cash-isas,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Fixed Rate Cash ISAs,"5yr 4.70%, 3yr 4.65%, 2yr 4.50%, 1yr 4.40% — sole accounts, 18+",,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__fixed-rate-online-bonds,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Fixed Rate Online Bonds,"5yr 4.65%, 3yr 4.60%, 2yr 4.30%, 1yr 4.25% — available from 16",,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__flex-instant-saver,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Flex Instant Saver,2.30% (online only),2.30,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__flex-regular-saver,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Flex Regular Saver,"6.50% AER variable, max £200/month, 4 free withdrawals then 1.05%",,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__flexone-saver,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,FlexOne Saver,"5.00% on up to £5,000, for 11–17 year olds with a FlexOne account",,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__fos-new-cases-jul-2025-mar-2026,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,"FOS new cases, Jul 2025–Mar 2026","3,001 (uphold rate unverified)",3001,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__fscs-protection,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,FSCS protection,"£120,000 per person combined across Nationwide and Virgin Money",120000,,,GBP,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__instant-access-saver,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Instant Access Saver,1.10–1.20% tiered,,,,,,own_review,2026-08-15,false,high,current,
nationwide-savings-account__ownership,Savings Accounts,nationwide-savings-account,Nationwide Savings Accounts: Member Rates and the Catch,https://compare100.com/nationwide-savings-account/,,Ownership,"Building society (mutual), owned by its members",,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__best-advertised-rate,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Best advertised rate,"8.00% AER — Regular Saver, max £200 a month",,,,,,own_review,2026-08-15,true,high,current,
santander-savings-account__cash-isas,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Cash ISAs,Fixed 4.50–4.70%; Easy Access ISA 2.00%; Junior ISA 2.70%; Inheritance ISA 2.45%,,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__cma-ipsos-service-quality-gb-feb-2026,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,"CMA/Ipsos service quality (GB, Feb 2026)",12th of 17 overall (57%); 12th of 17 online/mobile (69%); 5th of 17 branches (66%),,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__deposit-range,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Deposit range,"£1 minimum to £2,000,000 maximum on most accounts",,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__easy-access-saver,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Easy Access Saver,2.00% AER for 12 months,,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__edge-current-account-cost,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Edge current account cost,"£3/month, plus £500/month in and 2 active Direct Debits",,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__edge-saver,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Edge Saver,"6.00% AER (includes 2.50% bonus) on balances up to £4,000 only",,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__fixed-term-saver,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Fixed Term Saver,"4.30% AER fixed, no withdrawals",4.30,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__fos-new-cases-jul-2025-mar-2026,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,"FOS new cases, Jul 2025–Mar 2026","5,261 (uphold rate unverified)",5261,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__fscs-protection,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,FSCS protection,"£120,000 per person — shared licence with cahoot",120000,,,GBP,,own_review,2026-08-15,false,high,current,
santander-savings-account__limited-access-saver,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Limited Access Saver,"3.00%, falling to 1.00% from the 3rd withdrawal in a calendar month",,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__realistic-regular-saver-return,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Realistic Regular Saver return,"Approx. £100 interest on £2,400 paid in over a year",,,,,,own_review,2026-08-15,false,high,current,
santander-savings-account__regular-saver,Savings Accounts,santander-savings-account,Santander Savings Accounts: What the 8% Actually Pays,https://compare100.com/santander-savings-account/,,Regular Saver,"8.00% AER variable (includes 5.00% bonus for 12 months), max £200/month",,,,,,own_review,2026-08-15,false,high,current,
cazoo-sell-my-car__car-age-and-mileage-limits,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Car age and mileage limits,"Under 15 years old and under 150,000 miles",,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__cost-to-hand-the-car-over,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Cost to hand the car over,"Free at a drop-off point, or £99 for home pickup, deducted from the price",99,,,GBP,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__fine-processing,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Fine processing,£20 for each fine the buyer processes after handover,20,,,GBP,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__late-cancellation-fee,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Late cancellation fee,£49 for a pickup cancelled or rearranged with under 24 hours' notice,,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__market-benchmark,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Market benchmark,"£17,397 average used car retail price, 27 days to sell (Auto Trader, April 2026)",,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__market-size,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Market size,"7,807,872 used cars changed hands in the UK in 2025, up 2.2%",,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__other-eligibility-rules,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Other eligibility rules,"At least 2 weeks of MOT, registered keeper for at least 3 months",,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__payment,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Payment,"Bank transfer, usually processed within 2 hours; same-day not guaranteed in the terms",2,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__refused-outright,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Refused outright,"Outstanding finance, write-offs, imports, modified, ex-rental, major damage, vans, bikes, trucks",,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__valuation-validity,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Valuation validity,"7 days, expiring at 23:59 on the seventh day",,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__what-selling-costs-you,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,What selling costs you,"£0 to drop off, £99 for home pickup — plus £49 if you cancel a pickup inside 24 hours",,,,,,own_review,2026-09-15,true,high,current,
cazoo-sell-my-car__who-runs-the-cazoo-brand,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Who runs the Cazoo brand,"Motors.co.uk Limited, company 05975777, incorporated 23 October 2006",,,,,,own_review,2026-09-15,false,high,current,
cazoo-sell-my-car__whose-name-is-on-the-sell-terms,Sell Your Car,cazoo-sell-my-car,Cazoo Sell My Car,https://compare100.com/cazoo-sell-my-car/,,Whose name is on the sell terms,"Cazoo Ltd, company 11624245 — now CL 1 REALISATIONS LTD, in administration since 29 May 2024",,,,,,own_review,2026-09-15,false,high,current,
kwik-fit-servicing__customer-care,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Customer Care,"0800 75 76 77, customercare@kwik-fit.com",,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__ev-service,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,EV service,"From £230.95, every 24 months or 20,000 miles",,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__full-service,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Full service,"From £246.95, every 12 months or 12,000 miles",,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__full-service-with-mot,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Full service with MOT,From £281.95,281.95,,,GBP,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__interim-service,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Interim service,"From £186.95, every 6 months or 6,000 miles",,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__network,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Network,"Over 600 centres, UK and Northern Ireland",600,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__owner,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Owner,"ITOCHU Corporation since June 2011, through European Tyre Enterprise Limited",2011,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__parts-guarantee,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Parts guarantee,"12 months or 12,000 miles on service components",,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__registered-office,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Registered office,"ETEL House, Avenue One, Letchworth Garden City, Hertfordshire SG6 2HU",,,,,,own_review,2026-09-08,false,high,current,
kwik-fit-servicing__trading-company,Servicing,kwik-fit-servicing,"Kwik Fit Servicing Review: Prices, Guarantees and the Paperwork",https://compare100.com/kwik-fit-servicing/,,Trading company,"Kwik-Fit (GB) Limited, company 01009184, incorporated 27 April 1971",,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__dispute-scheme,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Dispute scheme,"The National Conciliation Service, named in the terms and conditions",,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__full-service,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Full service,£279.99 / £309.99 / £349.99 by the same engine bands,,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__inspection-points,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Inspection points,"50+ interim, 60+ full, 70+ major",,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__interim-service,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Interim service,"£219.99 (0–1499cc), £249.99 (1500–2499cc), £289.99 (over 2499cc)",,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__major-service,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Major service,£329.99 / £359.99 / £399.99,,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__mot,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,MOT,"£49.99 alone; £39.85, £34.85 or £29.85 added to a service",,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__network,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Network,200+ National garages within a Halfords estate of about 600,,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__parts-guarantee,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Parts guarantee,"Minimum 2 years or 24,000 miles, whichever is sooner",,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__paying-over-time,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Paying over time,Payment Assist spreads orders over £200 across four months,200,,,GBP,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__service-intervals,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Service intervals,"Interim 6,000 miles or 6 months; full 12,000 or 12 months; major 24,000 or 24 months",,,,,,own_review,2026-09-08,false,high,current,
national-tyres-and-autocare-servicing__statutory-mot-maximum,Servicing,national-tyres-and-autocare-servicing,"National Tyres and Autocare Servicing: Prices, the MOT Sum and the Halfords Stamp",https://compare100.com/national-tyres-and-autocare-servicing/,,Statutory MOT maximum,£54.85 for a class 4 car,,,,,,own_review,2026-09-08,false,high,current,
